2000	0	0	1	0	0	1	0	0.000689668
2000	0	0	1	0	0	0	0.000689668	0.00162027
2000	0	0	1	0	0	1	0.00162027	0.00450299
2000	0	0	1	0	0	0	0.00450299	0.00544308
2000	0	0	1	0	0	1	0.00544308	0.00566964
2000	0	0	1	0	0	0	0.00566964	0.00688348
2000	0	0	1	0	0	1	0.00688348	0.00834115
2000	0	0	1	0	0	0	0.00834115	0.01
##	2000	0	0	1	0	0
2000	0	0	1	0	1	0	0	0.000221031
2000	0	0	1	0	1	1	0.000221031	0.00026055
2000	0	0	1	0	1	0	0.00026055	0.00266073
2000	0	0	1	0	1	1	0.00266073	0.00589398
2000	0	0	1	0	1	0	0.00589398	0.00667485
2000	0	0	1	0	1	1	0.00667485	0.00763514
2000	0	0	1	0	1	0	0.00763514	0.0079143
2000	0	0	1	0	1	1	0.0079143	0.00932485
2000	0	0	1	0	1	0	0.00932485	0.01
##	2000	0	0	1	0	1	0.005
##	2000	0	0	1	mtdna	1
2000	0	0	2	0	0	0	0	0.00132546
2000	0	0	2	0	0	1	0.00132546	0.0035962
2000	0	0	2	0	0	0	0.0035962	0.00378894
2000	0	0	2	0	0	1	0.00378894	0.00566964
2000	0	0	2	0	0	0	0.00566964	0.00703889
2000	0	0	2	0	0	1	0.00703889	0.00865322
2000	0	0	2	0	0	0	0.00865322	0.00876639
2000	0	0	2	0	0	1	0.00876639	0.00932485
2000	0	0	2	0	0	0	0.00932485	0.01
##	2000	0	0	2	0	0	0.005
2000	0	0	2	0	1	0	0	0.00162027
2000	0	0	2	0	1	1	0.00162027	0.00303833
2000	0	0	2	0	1	0	0.00303833	0.00304633
2000	0	0	2	0	1	1	0.00304633	0.00594297
2000	0	0	2	0	1	0	0.00594297	0.0060155
2000	0	0	2	0	1	1	0.0060155	0.00637942
2000	0	0	2	0	1	0	0.00637942	0.00833705
2000	0	0	2	0	1	1	0.00833705	0.01
##	2000	0	0	2	0	1	0.005
##	2000	0	0	2	mtdna	0
2000	0	0	3	0	0	0	0	0.00266073
2000	0	0	3	0	0	1	0.00266073	0.00817351
2000	0	0	3	0	0	0	0.00817351	0.00986751
2000	0	0	3	0	0	1	0.00986751	0.01
##	2000	0	0	3	0	0	0.005
2000	0	0	3	0	1	0	0	0.000823524
2000	0	0	3	0	1	1	0.000823524	0.00188477
2000	0	0	3	0	1	0	0.00188477	0.00216144
2000	0	0	3	0	1	1	0.00216144	0.00464089
2000	0	0	3	0	1	0	0.00464089	0.00493668
2000	0	0	3	0	1	1	0.00493668	0.00566964
2000	0	0	3	0	1	0	0.00566964	0.00570859
2000	0	0	3	0	1	1	0.00570859	0.005889
2000	0	0	3	0	1	0	0.005889	0.00610877
2000	0	0	3	0	1	1	0.00610877	0.00775106
2000	0	0	3	0	1	0	0.00775106	0.00823759
