2000	0	0	1	0	0	1	0	0.000233619
2000	0	0	1	0	0	0	0.000233619	0.000938286
2000	0	0	1	0	0	1	0.000938286	0.0014656
2000	0	0	1	0	0	0	0.0014656	0.00212178
2000	0	0	1	0	0	1	0.00212178	0.00351961
2000	0	0	1	0	0	0	0.00351961	0.00414283
2000	0	0	1	0	0	1	0.00414283	0.00515896
2000	0	0	1	0	0	0	0.00515896	0.00556263
2000	0	0	1	0	0	1	0.00556263	0.00719827
2000	0	0	1	0	0	0	0.00719827	0.01
##	2000	0	0	1	0	0	0.005
2000	0	0	1	0	1	1	0	0.000157868
2000	0	0	1	0	1	0	0.000157868	0.00208406
2000	0	0	1	0	1	1	0.00208406	0.00270972
2000	0	0	1	0	1	0	0.00270972	0.00678271
2000	0	0	1	0	1	1	0.00678271	0.00684352
2000	0	0	1	0	1	0	0.00684352	0.00726066
2000	0	0	1	0	1	1	0.00726066	0.00978719
2000	0	0	1	0	1	0	0.00978719	0.01
##	2000	0	0	1	0	1
##	2000	0	0	1	mtdna	0
2000	0	0	2	0	0	0	0	2.69004e-05
2000	0	0	2	0	0	1	2.69004e-05	0.000186056
2000	0	0	2	0	0	0	0.000186056	0.00212178
2000	0	0	2	0	0	1	0.00212178	0.0028236
2000	0	0	2	0	0	0	0.0028236	0.00329124
2000	0	0	2	0	0	1	0.00329124	0.00373781
2000	0	0	2	0	0	0	0.00373781	0.00505424
2000	0	0	2	0	0	1	0.00505424	0.00513506
2000	0	0	2	0	0	0	0.00513506	0.00543806
2000	0	0	2	0	0	1	0.00543806	0.0066837
2000	0	0	2	0	0	0	0.0066837	0.00701125
2000	0	0	2	0	0	1	0.00701125	0.01
##	2000	0	0	2	0	0
2000	0	0	2	0	1	1	0	0.000935747
2000	0	0	2	0	1	0	0.000935747	0.00129736
2000	0	0	2	0	1	1	0.00129736	0.0022323
2000	0	0	2	0	1	0	0.0022323	0.00507812
2000	0	0	2	0	1	1	0.00507812	0.00609651
2000	0	0	2	0	1	0	0.00609651	0.00617969
2000	0	0	2	0	1	1	0.00617969	0.0066837
2000	0	0	2	0	1	0	0.0066837	0.00701125
2000	0	0	2	0	1	1	0.00701125	0.00930045
2000	0	0	2	0	1	0	0.00930045	0.00975162
2000	0	0	2	0	1	1	0.00975162	0.01
##	2000	0	0	2	0	1
##	2000	0	0	2	mtdna	1
2000	0	0	3	0	0	1	0	0.00250401
2000	0	0	3	0	0	0	0.00250401	0.00414283
2000	0	0	3	0	0	1	0.00414283	0.00515896
2000	0	0	3	0	0	0	0.00515896	0.00556263
2000	0	0	3	0	0	1	0.00556263	0.00719827
2000	0	0	3	0	0	0	0.00719827	0.0078057
2000	0	0	3	0	0	1	0.0078057	0.00864742
2000	0	0	3	0	0	0	0.00864742	0.00914502
2000	0	0	3	0	0	1	0.00914502	0.00930045
2000	0	0	3	0	0	0	0.00930045	0.01
##	2000	0	0	3	0	0	0.005
2000	0	0	3	0	1	1	0	0.00265852
2000	0	0	3	0	1	0	0.00265852	0.00507289
2000	0	0	3	0	1	1	0.00507289	0.00535145
2000	0	0	3	0	1	0	0.00535145	0.0055487
2000	0	0	3	0	1	1	0.0055487	0.00568864
2000	0	0	3	0	1	0	0.00568864	0.00610626
2000	0	0	3	0	1	1	0.00610626	0.00719827
2000	0	0	3	0	1	0	0.00719827	0.0078057
2000	0	0	3	0	1	1	0.0078057	0.00842382
2000	0	0	3	0	1	0	0.00842382	0.01
##	2000	0	0	3	0	1
##	2000	0	0	3	mtdna	0
2000	0	0	4	0	0	1	0	0.00250401
2000	0	0	4	0	0	0	0.00250401	0.00515394
2000	0	0	4	0	0	1	0.00515394	0.00594599
2000	0	0	4	0	0	0	0.00594599	0.00962514
2000	0	0	4	0	0	1	0.00962514	0.01
##	2000	0	0	4	0	0
2000	0	0	4	0	1	1	0	0.000112361
2000	0	0	4	0	1	0	0.000112361	0.000407994
2000	0	0	4	0	1	1	0.000407994	0.000789344
2000	0	0	4	0	1	0	0.000789344	0.00208595
2000	0	0	4	0	1	1	0.00208595	0.00244171
2000	0	0	4	0	1	0	0.00244171	0.00313228
2000	0	0	4	0	1	1	0.00313228	0.00336557
2000	0	0	4	0	1	0	0.00336557	0.00413665
2000	0	0	4	0	1	1	0.00413665	0.00468818
2000	0	0	4	0	1	0	0.00468818	0.00497594
2000	0	0	4	0	1	1	0.00497594	0.00535145
2000	0	0	4	0	1	0	0.00535145	0.00794506
2000	0	0	4	0	1	1	0.00794506	0.01
##	2000	0	0	4	0	1	0.005
##	2000	0	0	4	mtdna	1
